"","rank","game_id","min_players","max_players","avg_time","min_time","max_time","year","avg_rating","geek_rating","num_votes","age","owned","weight","catSplit_Exploration","catSplit_Fantasy","catSplit_Fighting","catSplit_Miniatures","catSplit_Economic","catSplit_Political","catSplit_Wargame","catSplit_Science Fiction","catSplit_Territory Building","catSplit_Card Game","catSplit_Medieval","catSplit_Dice","catSplit_Deduction","catSplit_Party Game","catSplit_Negotiation","catSplit_Real-time","catSplit_World War II","catSplit_Humor","mechSplit_Grid Movement","mechSplit_Hand Management","mechSplit_Modular Board","mechSplit_Simultaneous Action Selection","mechSplit_Point to Point Movement","mechSplit_Set Collection","mechSplit_Variable Player Powers","mechSplit_Card Drafting","mechSplit_Dice Rolling","mechSplit_Tile Placement","mechSplit_Area Movement","mechSplit_Route/Network Building","mechSplit_Worker Placement","mechSplit_Deck / Pool Building","mechSplit_Partnerships","mechSplit_Press Your Luck","mechSplit_Secret Unit Deployment","mechSplit_Pick-up and Deliver","mechSplit_Hex-and-Counter","mechSplit_Take That","mechSplit_Simulation"
"2509",3256,207687,1,4,30,10,30,2017,6.60292,5.77837,445,14,1429,1.6923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2510",3257,1421,2,2,10,10,10,1983,6.51129,5.77824,426,10,1299,1.6905,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2514",3260,144574,2,2,60,60,60,2014,8.84451,5.77815,100,15,518,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2516",3262,191579,2,4,60,60,60,2016,7.38157,5.77793,182,14,626,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2517",3263,10653,2,10,30,30,30,2004,6.01896,5.77785,2600,10,4379,1.7802,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2518",3264,21930,2,8,10,10,10,2006,6.36057,5.77764,518,8,656,1.0476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2520",3266,127282,2,5,100,100,100,2012,6.73116,5.77734,337,13,467,3.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2522",3268,130827,3,6,20,20,20,2012,6.31822,5.77712,569,8,1001,1.1739,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"2523",3269,1152,2,4,60,60,60,1980,6.50671,5.77705,458,12,896,1.4792,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2524",327,18,2,8,120,45,120,1994,7.12982,7.01518,20203,12,23505,2.4339,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2529",3274,3095,1,2,180,180,180,1985,6.86632,5.77666,276,10,702,2.1379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2530",3275,125996,2,4,45,45,45,2012,6.9422,5.77666,268,14,820,2.9118,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2532",3277,161757,3,8,45,30,45,2015,6.4869,5.7766,426,14,802,1.5556,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2533",3278,10226,2,2,360,360,360,1993,7.70158,5.77645,166,12,467,3.4483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2534",3279,213370,1,4,30,30,30,2017,6.80396,5.77643,296,8,667,1.3333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2537",3281,39383,1,4,60,60,60,2010,6.7167,5.77617,327,0,717,2.4746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2541",3285,193483,2,4,60,20,60,2016,6.96634,5.77522,366,12,1003,2.2222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"2543",3287,6923,2,6,90,90,90,1986,6.72271,5.77506,317,12,842,3.4242,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2545",3289,16162,2,2,90,90,90,2005,6.52362,5.77475,398,12,1060,2.1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2546",329,1513,1,6,300,300,300,1990,7.54443,7.01363,3502,14,5296,4.3002,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2548",3291,161681,2,5,45,30,45,2015,6.92355,5.77464,327,8,614,1.8387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"2550",3293,63027,2,8,90,90,90,2012,7.08785,5.77462,247,13,677,2.9429,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2554",3297,121423,1,4,20,10,20,2012,6.01631,5.77419,1213,10,1675,1.2952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2556",3299,144743,1,4,150,150,150,2014,7.53037,5.77368,214,13,559,3.1111,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2560",3301,1681,1,2,180,180,180,1988,7.06641,5.77349,256,12,1034,3.9412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2561",3302,1927,3,6,120,60,120,2001,5.93877,5.77335,31699,10,53634,1.7893,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2564",3305,166776,1,4,120,120,0,2015,8.07764,5.77305,208,14,421,3.2727,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2565",3306,27266,2,8,120,120,120,1995,7.4994,5.77305,168,10,448,2.9474,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2569",331,22827,2,6,240,180,240,2007,7.34288,7.01258,6315,12,7715,3.8236,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2571",3311,1708,2,4,240,240,240,1975,6.36552,5.77233,524,12,1310,3.1667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"2573",3313,137238,3,4,30,30,30,2013,6.3718,5.77205,463,10,1063,2.2308,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2574",3314,181440,2,4,25,15,25,2015,6.65716,5.77185,370,10,588,1.4286,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2577",3317,21414,2,3,120,120,120,2009,7.70333,5.77182,150,12,424,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"2579",3319,162865,2,4,90,90,90,2015,7.39354,5.77163,192,13,368,3.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2580",332,42776,1,4,180,60,180,2011,7.48445,7.01133,4012,13,6470,2.8763,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2582",3321,3992,2,2,180,180,180,2002,7.3747,5.77145,208,10,418,4.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2583",3322,182619,3,4,120,90,120,2015,6.6298,5.77104,342,14,663,2.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2584",3323,203270,2,4,75,25,75,2016,7.32961,5.77021,232,0,526,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2586",3325,23981,2,4,45,45,45,2006,6.44112,5.77006,429,10,510,2.0656,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2587",3326,59936,2,4,120,120,120,2014,6.83352,5.76983,270,10,516,2.8824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2588",3327,133405,2,4,45,45,45,2013,6.82269,5.76979,271,13,601,1.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2589",3328,54433,5,8,45,45,45,2009,6.22706,5.76948,611,0,904,1.5686,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2595",3333,147299,2,4,45,30,45,2013,6.3627,5.76921,524,12,1495,1.9333,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2602",334,192457,2,4,120,60,120,2016,7.48854,7.00959,3738,10,6480,3.2059,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"2605",3342,26983,2,6,90,90,90,2006,6.87505,5.76763,283,10,351,2.881,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2606",3343,2580,2,2,300,300,300,1986,7.48648,5.76753,184,12,557,3.4815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2607",3344,147716,2,2,120,120,120,2014,7.18724,5.76745,214,12,911,2.2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2612",3349,160044,2,12,120,120,120,2014,7.06749,5.76682,219,12,419,4.1667,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2616",3352,147363,2,2,60,60,60,2015,6.98082,5.76622,231,14,600,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2617",3353,3495,2,2,20,20,20,2001,6.17299,5.7662,880,9,1545,1.973,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2618",3354,169275,2,2,45,45,45,2015,7.57857,5.766,161,12,1054,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2623",3359,194723,2,7,60,30,60,2016,7.22848,5.76521,188,10,342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2624",336,159508,2,4,100,100,100,2014,7.34571,7.00351,4774,12,8029,3.6986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2625",3360,117663,2,5,30,30,30,2012,6.32489,5.76511,515,8,799,1.1111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2627",3362,118776,2,4,60,45,60,2012,6.37559,5.76502,475,13,932,1.9143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2628",3363,67917,2,4,90,90,90,2013,6.80875,5.76491,263,12,623,2.8889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2630",3365,28907,1,1,90,90,90,2008,6.9732,5.76484,278,14,801,2.6591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2634",3369,2316,2,2,30,30,30,2001,6.38834,5.76419,493,10,886,1.3538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2635",337,192135,1,4,120,60,120,2017,8.62357,7.00311,1249,12,2134,3.8182,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2636",3370,25775,2,2,240,240,240,2009,7.90203,5.76399,138,12,760,3.8649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"2637",3371,197072,2,2,45,30,45,2016,7.62177,5.76398,147,13,359,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2641",3375,181161,2,9,30,15,30,2015,6.76555,5.76371,292,5,698,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2644",3378,63975,2,4,20,20,20,2010,6.34303,5.76288,452,8,426,1.1463,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2650",3383,1309,2,4,60,60,60,2001,6.2171,5.76256,631,10,940,2.3276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2653",3386,122943,2,5,30,30,30,2012,6.62628,5.76208,317,10,499,1.5517,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"2654",3387,28185,1,4,90,90,90,2007,6.4265,5.76193,488,9,1003,2.2821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2655",3388,216199,2,2,45,30,45,2017,7.60098,5.76191,162,14,1045,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2656",3389,13456,2,5,180,180,180,2006,6.39115,5.76174,582,12,961,3.1176,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2657",339,134726,2,2,45,45,45,2013,7.35299,7.00171,5462,12,14555,2.1265,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2658",3390,5680,2,2,120,120,120,1988,7.08267,5.7617,225,12,713,3.1282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2660",3392,175334,2,4,120,60,120,2015,7.1571,5.76088,241,14,647,2.7143,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2661",3393,172062,2,5,60,30,60,2015,6.64781,5.76076,365,13,1412,1.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2663",3395,27101,2,2,120,120,120,2012,7.62212,5.76061,156,12,732,3.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2665",3397,86177,1,5,600,450,600,2015,7.19979,5.76051,192,12,664,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2666",3398,3083,1,6,180,180,180,1976,6.44142,5.76048,444,12,1280,3.2206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2668",34,124742,2,2,45,45,45,2012,7.94351,7.76565,21975,14,34501,3.3541,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2669",340,160010,2,5,90,90,90,2016,7.94643,7.00143,2357,14,5316,2.8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"2671",3401,170225,1,4,120,120,120,2015,7.06904,5.75951,208,14,520,3.5455,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2674",3404,129974,2,2,120,120,120,2012,7.32742,5.75919,186,10,695,3.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2676",3406,27117,2,6,15,15,15,2006,6.22034,5.75899,582,7,680,1.2414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2678",3408,344,3,5,45,45,45,1996,6.60343,5.75885,313,10,363,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2690",3419,203740,2,4,120,60,120,2016,7.09942,5.75722,225,14,459,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2691",342,181521,1,4,60,30,60,2015,7.53606,6.99911,3592,14,7561,2.7297,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2694",3422,33150,4,16,60,60,60,2007,6.18048,5.75681,793,12,1847,1.4074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2697",3425,109451,1,6,15,15,15,2011,6.06334,5.75626,893,8,1193,1.3333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2698",3426,67601,1,2,480,60,480,2015,8.31545,5.75582,123,12,696,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2701",3429,129156,2,2,180,180,180,2012,7.79638,5.75517,138,13,426,2.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2702",343,20437,2,4,60,60,60,2010,7.33101,6.99751,4947,12,6681,2.3487,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"2706",3433,8719,2,2,360,360,360,1978,7.41099,5.75486,181,14,535,4.1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2707",3434,123185,2,5,180,60,180,2012,6.37474,5.75482,624,12,1911,2.7121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"2708",3435,153639,2,4,45,45,45,2014,6.87994,5.7546,257,12,717,2.3182,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2709",3436,173460,1,6,20,15,20,2016,6.69159,5.75459,295,12,876,1.8333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2710",3437,23010,2,6,120,120,0,1999,6.33854,5.75447,575,8,1231,2.2653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2712",3439,31697,2,2,120,120,120,2007,6.77202,5.75412,302,0,625,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2717",3443,195237,4,8,35,15,35,2017,6.7306,5.75381,285,12,958,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2718",3444,207572,2,2,900,240,900,2017,8.53973,5.75351,112,0,721,3.6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2722",3448,250,2,7,360,360,360,1994,6.60206,5.7531,349,12,603,2.814,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2723",3449,61028,1,4,20,20,20,2009,6.69843,5.75252,280,8,375,1.8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2724",345,27746,3,5,90,60,90,2007,7.22657,6.99327,7411,10,8275,2.7543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2725",3450,102897,2,4,30,30,30,2012,6.18663,5.75234,664,14,1358,1.6275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2731",3456,200834,2,2,45,45,45,2016,6.61387,5.75162,298,12,701,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"2733",3458,1674,3,9,45,45,45,1979,6.20431,5.75144,706,12,1110,1.3368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2734",3459,22485,2,5,60,60,60,2009,6.3214,5.75135,458,10,813,2.5692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"2735",346,177639,2,2,25,25,25,2015,7.46626,6.99326,3556,9,5893,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2736",3460,1339,1,8,30,30,30,1975,5.94305,5.75132,2949,8,6092,1.574,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2737",3461,34639,1,1,60,60,60,2008,7.23267,5.75128,210,0,392,2.3158,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2738",3462,185196,1,5,25,15,25,2017,7.04651,5.7512,235,12,476,1.8571,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2739",3463,147305,1,6,20,20,20,2013,6.3453,5.75105,463,8,501,1.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2742",3466,170300,1,4,60,60,60,2015,6.67087,5.75003,286,10,670,2.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2744",3468,3613,1,6,60,60,60,1987,6.72234,5.74983,333,12,859,3.8571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
