"","rank","game_id","min_players","max_players","avg_time","min_time","max_time","year","avg_rating","geek_rating","num_votes","age","owned","weight","catSplit_Exploration","catSplit_Fantasy","catSplit_Fighting","catSplit_Miniatures","catSplit_Economic","catSplit_Political","catSplit_Wargame","catSplit_Science Fiction","catSplit_Territory Building","catSplit_Card Game","catSplit_Medieval","catSplit_Dice","catSplit_Deduction","catSplit_Party Game","catSplit_Negotiation","catSplit_Real-time","catSplit_World War II","catSplit_Humor","mechSplit_Grid Movement","mechSplit_Hand Management","mechSplit_Modular Board","mechSplit_Simultaneous Action Selection","mechSplit_Point to Point Movement","mechSplit_Set Collection","mechSplit_Variable Player Powers","mechSplit_Card Drafting","mechSplit_Dice Rolling","mechSplit_Tile Placement","mechSplit_Area Movement","mechSplit_Route/Network Building","mechSplit_Worker Placement","mechSplit_Deck / Pool Building","mechSplit_Partnerships","mechSplit_Press Your Luck","mechSplit_Secret Unit Deployment","mechSplit_Pick-up and Deliver","mechSplit_Hex-and-Counter","mechSplit_Take That","mechSplit_Simulation"
"2745",3469,129359,3,6,90,60,90,2013,6.34256,5.74945,590,12,2056,1.6364,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2746",347,121288,3,6,30,30,30,2012,7.47364,6.99241,3603,8,6670,1.3115,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2749",3472,172969,2,2,45,45,45,2015,7.46209,5.74923,153,12,1192,2.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2750",3473,98443,1,4,90,90,90,2012,6.7846,5.74905,257,10,498,2.6667,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"2753",3476,270,2,5,120,120,120,1997,6.36823,5.74858,497,12,709,2.5278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2755",3478,206754,4,8,20,20,20,2016,6.73358,5.74838,338,14,536,1.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2757",348,50750,2,5,120,120,120,2011,7.30753,6.99231,5176,12,6063,3.0483,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"2758",3480,10662,2,2,120,120,120,2004,7.05152,5.74822,198,12,371,2.3333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"2762",3484,188164,1,1,120,30,120,2017,8.18797,5.74768,133,12,551,3.0909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2765",3487,213266,2,2,15,15,15,2017,7.57925,5.74744,147,0,444,1.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2766",3488,5455,2,2,90,90,90,1975,6.41783,5.7473,481,12,1352,3.7342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2770",3491,187104,2,4,30,15,30,2016,6.3011,5.74674,496,8,738,2.3077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2771",3492,155827,2,6,180,120,180,2015,7.04426,5.7467,244,12,1065,3.1429,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2774",3495,36597,1,4,150,150,150,2010,7.70128,5.74653,141,0,777,3.0769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2777",3498,159575,4,8,15,5,15,2017,7.21024,5.74623,205,10,625,1.2857,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2778",3499,3383,2,6,20,20,20,1974,6.28501,5.74601,477,6,737,1.2778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2779",35,55690,1,6,180,60,180,2015,8.98082,7.75668,4022,17,6020,4.2158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2780",350,65532,1,4,90,90,90,2010,7.36459,6.98637,4770,13,6247,2.7152,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2781",3500,158837,3,6,45,45,45,2014,6.91041,5.74594,222,10,330,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785",3504,157912,2,6,45,30,45,2014,6.55497,5.74572,343,12,843,2.375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788",3507,3279,2,4,60,60,60,2000,7.01828,5.74538,240,10,296,2.7143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2789",3508,231664,2,5,15,15,15,2017,6.39725,5.74537,408,8,916,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"2792",3510,11159,2,2,45,45,45,2004,6.28148,5.74514,513,13,1253,2.2203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2793",3511,195242,2,0,60,0,60,2016,7.40312,5.74489,208,0,567,1.8462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2797",3515,1783,2,2,60,60,60,1979,6.30174,5.74476,472,10,1010,1.5319,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2798",3516,330,2,2,120,120,120,1987,6.43468,5.74461,387,14,751,2.7273,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2799",3517,161108,2,2,60,60,60,2014,7.87429,5.74453,245,12,333,2.5227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2801",3519,192401,1,5,60,10,60,2017,6.99724,5.7441,246,8,572,1.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2803",3520,8935,2,2,30,30,30,2003,6.22362,5.7441,569,10,968,1.8889,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2810",3527,4324,2,4,120,120,120,2002,5.88882,5.74375,3622,9,7233,2.2816,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2813",353,209778,1,8,15,3,15,2017,7.37026,6.98293,4497,8,7625,1.7463,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2815",3531,25008,3,4,240,240,240,2006,6.74712,5.74322,278,10,690,3.2286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2817",3533,210900,2,4,30,15,30,2017,7.07108,5.74294,203,10,306,1.875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"2819",3535,173486,3,8,120,30,120,2015,6.89757,5.74287,226,8,437,2.8571,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"2820",3536,71668,2,4,120,120,120,2010,7.37026,5.74283,154,17,158,3.5556,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2824",354,158600,2,2,15,15,15,2013,7.55731,6.98246,2813,10,5374,1.7258,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2825",3540,1668,2,6,90,90,90,1989,6.43116,5.74259,395,12,676,2.2182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2826",3541,144526,2,4,30,30,30,2013,6.67068,5.74244,282,8,359,1.6154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2827",3542,22677,2,2,240,240,240,2010,6.77542,5.74231,262,12,819,3.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"2828",3543,189869,2,6,40,20,40,2016,6.87195,5.74218,239,8,654,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2834",3549,1631,1,1,180,180,180,1981,6.48642,5.74134,416,12,820,2.3529,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2835",355,58281,2,4,60,30,60,2009,7.31824,6.98224,5333,9,4981,2.3031,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"2837",3551,194196,2,4,30,20,30,2016,6.55713,5.74082,357,7,888,1.5714,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2838",3552,65334,2,2,5,5,5,2010,6.70802,5.74072,313,0,362,1.4783,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2842",3556,188178,1,6,90,30,90,2016,7.44236,5.73987,275,14,552,2.4444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2843",3557,160567,4,7,30,30,30,2014,6.56849,5.73981,354,13,1129,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2844",3558,426,2,2,120,120,120,1981,6.4732,5.7397,347,12,791,2.9149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2846",356,586,2,3,60,60,60,1983,7.84214,6.98159,1941,12,3226,3.3846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2849",3562,175961,2,6,40,20,40,2015,6.46768,5.73935,397,13,1106,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2856",3569,134150,2,8,30,20,30,2012,6.68683,5.73884,262,7,416,1.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2857",357,111341,2,5,150,90,150,2012,7.74508,6.98013,2009,14,2808,3.719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"2862",3574,14860,2,4,30,30,30,2005,7.2609,5.7385,172,12,269,2.069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2867",3579,13266,1,6,75,75,75,2004,7.45406,5.73836,160,12,559,4.2391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2868",358,121408,2,4,45,45,45,2012,7.23044,6.97852,6360,12,8517,2.3934,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2870",3581,159143,2,5,10,10,10,2015,6.5095,5.73822,317,8,1213,1.3636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2871",3582,15045,2,4,120,120,120,2005,6.02417,5.73818,1351,10,3100,2.2129,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2872",3583,2168,2,3,300,300,300,1981,6.27158,5.73813,501,12,1120,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2873",3584,32990,2,3,900,900,900,2011,7.88123,5.7381,122,12,442,4.1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2875",3586,214996,1,2,960,30,960,2016,8.2292,5.73765,113,12,663,3.6667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2876",3587,16443,2,4,60,60,60,2005,6.28932,5.73761,491,12,1174,2.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2879",359,47,3,5,60,60,60,1999,7.23932,6.97695,6269,12,7350,2.2957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2880",3590,228668,1,5,60,60,60,2017,8.25,5.73735,139,14,617,2.6667,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2883",3593,2447,2,3,360,360,360,1985,7.14256,5.7369,215,12,613,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2885",3595,123844,2,4,90,90,90,2014,6.62418,5.73646,287,13,1008,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2886",3596,11161,2,2,30,30,30,2004,6.32144,5.73645,464,12,1207,2.1064,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2887",3597,133534,3,5,120,120,120,2012,7.30218,5.73636,179,12,307,3.7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"2888",3598,3864,2,10,60,60,60,2002,6.22478,5.73623,694,10,1104,2.7037,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2889",3599,98762,2,2,45,45,45,2011,6.55867,5.73622,297,10,656,1.8696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2890",36,171623,2,4,100,40,100,2015,7.97219,7.74016,11557,12,13553,3.1864,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"2891",360,18098,2,2,180,180,180,2007,7.98428,6.97542,1567,12,2683,3.612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"2893",3601,124390,1,4,15,15,15,2013,6.17043,5.73609,586,7,1211,1.0769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2895",3603,187679,2,2,120,0,120,2015,7.58333,5.73566,156,0,621,2.5556,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2896",3604,34169,2,6,40,40,40,2005,6.23936,5.73557,658,0,823,1.7115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2897",3605,174402,2,4,240,60,240,2014,8.26667,5.73544,107,14,431,3.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"2902",361,131357,2,6,15,15,15,2012,7.08788,6.97398,24125,9,39006,1.4327,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2903",3610,46323,2,4,240,180,240,2010,6.82181,5.73498,276,12,501,2.6364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2904",3611,204675,2,4,90,75,90,2016,6.89221,5.73495,231,12,356,2.7273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2906",3613,5222,1,4,45,45,45,2000,6.38901,5.73473,382,10,480,2.2439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2907",3614,128412,1,7,60,60,60,2012,6.75833,5.73464,240,12,731,1.8077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2908",3615,69136,1,2,120,120,120,2012,7.33988,5.73458,173,0,821,4.0789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2913",362,167400,2,4,120,30,120,2015,7.51512,6.97225,3583,14,6637,2.8846,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2916",3622,166988,1,4,30,30,30,2015,6.83723,5.7342,223,10,441,1.8889,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2917",3623,40935,2,4,30,20,30,2009,6.43798,5.73413,342,5,528,1.0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2918",3624,162351,2,3,90,90,90,2015,7.385,5.73403,165,14,957,2.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2919",3625,2259,2,4,180,180,180,1964,6.13761,5.7338,850,12,1834,2.3016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"2922",3628,224821,1,2,45,30,45,2017,7.97211,5.73353,123,14,1131,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2924",363,143519,2,4,60,60,60,2013,7.33121,6.97126,4784,13,6037,2.4645,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2925",3630,168215,1,2,30,30,30,2014,6.22447,5.7332,568,8,1612,1.3636,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2926",3631,191986,2,5,90,60,90,2016,6.81602,5.73308,241,10,356,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2928",3633,4008,2,2,120,120,120,1977,6.68481,5.73293,283,12,906,2.8163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2929",3634,25738,4,0,0,0,0,2006,6.36553,5.73292,438,12,843,1.6071,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2930",3635,52568,2,4,30,30,30,2009,6.59189,5.73288,297,8,398,2.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2932",3637,41934,2,2,60,60,60,2010,7.95242,5.73275,124,0,333,2.7826,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2933",3638,3710,2,6,60,60,60,1989,6.63246,5.73275,320,10,917,3.7907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2938",3642,145103,1,4,60,45,60,2013,6.72356,5.73266,267,8,358,2.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2939",3643,129293,2,6,30,30,30,2012,6.01808,5.73253,1054,13,1332,1.4853,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"2942",3646,4388,2,5,60,60,60,2001,6.2922,5.73235,440,8,615,1.7018,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2943",3647,18932,2,5,90,90,90,2005,6.15648,5.73231,655,12,1374,3.3269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946",365,11,2,7,45,45,45,1997,7.05927,6.96914,30420,13,43174,1.6775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2951",3654,85108,1,1,90,90,90,2011,6.95972,5.73115,248,12,754,2.4828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2952",3655,30958,2,12,120,120,120,2007,7.77069,5.73061,116,12,204,2.6818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2955",3658,36986,1,6,40,40,40,2010,6.21528,5.72989,530,12,1174,2.5385,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2957",366,163166,3,7,10,10,10,2015,7.50568,6.96864,3153,8,7811,1.4714,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2958",3660,3563,2,2,90,90,90,2001,6.49146,5.72973,349,12,684,2.8462,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2959",3661,166372,2,6,50,20,50,2014,6.1683,5.7295,632,8,1106,2.0556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2960",3662,152847,2,4,45,20,45,2014,6.41645,5.72941,386,10,801,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2967",3669,29678,2,4,180,180,180,2008,5.91902,5.72865,3099,12,6777,2.5124,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2968",367,135219,2,2,240,90,240,2014,7.95612,6.96738,1662,13,4052,3.5192,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2970",3671,2076,2,2,360,360,360,1983,6.58209,5.72836,349,12,1309,4.3553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2973",3674,15474,2,2,15,15,15,2003,6.16441,5.72795,676,8,889,1.6176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
